text,score,reasoning,decision,error
"European Painting before 1900, Johnson Collection
Triptych showing scenes from the Martyrdom of Saint Barbara and scenes from the Life of Christ
Master of the Laufen High Altarpiece, Austrian (active Salzburg), dated work 1467
Oil and gold on panels
EW1993-127-2a--cPurchased with the W. P. Wilstach Fund, the George W. Elkins Fund, and Museum funds, 1993
As described in The Golden Legend, written in about 1267 by Jacopo da Voragine, Saint Barbara converted to Christianity against the wishes of her pagan father. Locked in a tower by him, she ordered workmen to construct a third window inthe building to symbolize the Christian trinity. Enraged, her father turned her over to the Roman authorities for torture, and when her execution was ordered,he himself beheaded her. The left and right panels on the front of this triptychillustrate episodes from Barbara’s gruesome martyrdom.
These graphic depictions are intended to help the viewer equate Barbara’s physical torments with those of Christ, whose crucifixion is depicted in the top center composition. The figures at the top left and right, probably the apostles John and Luke, hold sayings taken from the last words of Christ on the cross, which here apply also to Barbara’s death. The bottom center panel shows Barbara enthroned in heaven, wearing a crown and holding a palm frond as symbols of victory over death. A tower and chalice, her identifying attributes, appear nearby.
Barbara’s martyrdom is paralleled on the reverse by the resurrected Christ standing in the tomb. The left and right panels of the back, which are movable and can be folded shut to appear on the front, show the angel Gabriel announcing the incarnation of Christ to the Virgin Mary.
Social Tags [?]austrian [x] gabriel [x] gold [x] martyr [x] three [x] trinity [x] triptych [x] [Add Your Own Tags]
* Works in the collection are moved off view for many different reasons. Although gallery locations on the website are updated regularly, there is no guarantee that this object will be on display on the day of your visit.",4,"The extract provides information on a historical artwork, introducing key concepts related to art, history, and religion. It is coherent and relevant to educational standards, making it suitable for grade school levels. The content is focused, valuable, and easy to follow, offering insights into the subject matter. However, it may not be comprehensive or perfectly suited for primary school levels due to some complex concepts.

Educational score: 4",KEEP,
"Vocalisation has been recognised as one of the important modes of animal communication. In one anabantoid fish, the croaking gourami Trichopsis vittata, both sexes produce loud, croaking sounds during agonistic encounters and courtship. It is known that sound emission of this fish is mostly involved with the ritualised portion of the contest, which is likely to convey information between the opponents about their respective strength and status. The sound is produced by a complex mechanism that involves two modified tendons, located behind each pectoral fin. Due to the external position of these soft structures, parasites, sickness, or injury from fights can easily damage the tendons, leading to muteness. Reduction or even loss of the croaking ability may result in a substantial decreasing of the overall fitness. Experiments were designed to test whether or not croaking gouramis can repair damaged tendons and regain fully functional sound producing organs, as well as to evaluate the effect of muting and recovery on the outcomes of agonistic interactions. Fishes were muted by surgically cutting one or both the tendons that connect the ""sonic'' muscle with the fin rays. The occurrence and timing of recovery was evaluated for 30 specimens of T. vittata after surgical muting. Croaking sounds produced by the fish were recorded during staged contests after recovery. Sound from each specimen was previously recorded before and after muting as well, for comparison. The elapsed time of reconnection of each tendon to the relative fin ray was also recorded. Some fishes were found to recover completely within less than 30 days, while others needed up to three months. However, evidence for the beginning of the recovery process was noticed as early as 4 days after operation. Behavioural performance after recovery was normal. Details of sounds produced and changes of behavioural repertoires are discussed (supported by National Organization for Hearing Research, NIMH-58198, Institute of Museum and Library Service-LL90187).
Nicola Novarini, Tomonari Akamatsu & Hong Y. Yan (2002). Effects of muting and recovery on sound production in the croaking gourami Trichopsis vittata (Pisces: Anabantoidei) [abstract]. Bioacoustics 13(2): 202-203",4,"The extract provides valuable information on animal communication, specifically sound production in the croaking gourami fish. It introduces key concepts relevant to biology and ecology, making it suitable for educational use. The text is coherent and well-structured, offering substantial educational content with minimal irrelevant information. However, the language and concepts may be too advanced for primary school students, and it lacks exercises or solutions.

Educational score: 4",KEEP,
"Peter PanLiterary Hero
Best known as:
Fanciful boy hero of Peter Pan
Peter Pan is the mischievous hero of J.M. Barrie's 1904 play Peter Pan. Peter is ""the boy who never grew up,"" a fantastical figure who visits the bedroom of the Darling children (Wendy, John and Michael) and flies them away to Neverland. There the children meet Peter's loyal troupe of lost boys, and have adventures and battles with the nefarious Captain Hook. The character of Peter went through several versions, from a 1902 book The Little White Bird to Barrie's hugely successful 1904 play. Barrie published the story as prose in 1911, under the title of Peter and Wendy. In 1953, Walt Disney made a hit animated movie out of a cleaned up version the story, and a 1954 Broadway musical version of the play earned a Tony award for Mary Martin, who played Peter. In films Peter has been played by Jeremy Sumpter (Peter Pan, 2003) and Robin Williams (Hook, 1991) among many others. Peter Pan is also the star of a series of adventure stories for children by Dave Barry and Ridley Pearson, starting with Peter and the Starcatcher (2004).
Peter Pan is assisted by a tiny fairie named Tinkerbell, who carries a lighted wand; she has become one of the signature figures of the Walt Disney empire... Late singer Michael Jackson called his extravagant California ranch ""Neverland""... In Barrie's story, Peter tells Wendy he lives ""Second to the right, then straight on till morning."" In some productions this has been changed to ""Second star to the right, then straight on till morning""... Peter is usually played onstage by women, a tradition started with the original 1904 production; gymnast Cathy Rigby and actress Sandy Duncan played the role often later in the 20th century... In 1929, Barrie donated the rights to Peter Pan to London's Great Ormond Street Hospital for Children.
Copyright © 1998-2013 by Who2?, LLC. All rights reserved.
More on Peter Pan from Infoplease:
Information Please® Database, © 2007 Pearson Education, Inc. All rights reserved.",4,"The extract provides information about Peter Pan, a literary hero, and his story, making it relevant for educational purposes. It introduces key concepts and is coherent, although it may not be comprehensive. The content is focused on the character and his story, with minimal irrelevant information, making it suitable for structured learning at primary or grade school levels.

Educational score: 4",KEEP,
"The Economics of Ecosystems and Biodiversity: Ecological and Economic Foundations
Human well-being relies critically on ecosystem services provided by nature. Examples include water and air quality regulation, nutrient cycling and decomposition, plant pollination and flood control, all of which are dependent on biodiversity. They are predominantly public goods with limited or no markets and do not command any price in the conventional economic system, so their loss is often not detected and continues unaddressed and unabated. This in turn not only impacts human well-being, but also seriously undermines the sustainability of the economic system.
It is against this background that TEEB: The Economics of Ecosystems and Biodiversity project was set up in 2007 and led by the United Nations Environment Programme to provide a comprehensive global assessment of economic aspects of these issues. The Economics of Ecosystems and Biodiversity, written by a team of international experts, represents the scientific state of the art, providing a comprehensive assessment of the fundamental ecological and economic principles of measuring and valuing ecosystem services and biodiversity, and showing how these can be mainstreamed into public policies. The Economics of Ecosystems and Biodiversity and subsequent TEEB outputs will provide the authoritative knowledge and guidance to drive forward the biodiversity conservation agenda for the next decade.
1. Integrating the Ecological and Economic Dimensions in Biodiversity and Ecosystem Service Valuation
2. Biodiversity, Ecosystems and Ecosystem Services
3. Measuring Biophysical Quantities and the Use of Indicators
4. The Socio-cultural Context of Ecosystem and Biodiversity Valuation
5. The Economics of Valuing Ecosystem Services and Biodiversity
6. Discounting, Ethics, and Options for Maintaining Biodiversity and Ecosystem Integrity
7. Lessons Learned and Linkages with National Policies
Appendix 1: How the TEEB Framework Can be Applied: The Amazon Case
Appendix 2: Matrix Tables for Wetland and Forest Ecosystems
Appendix 3: Estimates of Monetary Values of Ecosystem Services
""A landmark study on one of the most pressing problems facing society, balancing economic growth and ecological protection to achieve a sustainable future.""
- Simon Levin, Moffett Professor of Biology, Department of Ecology and Evolution Behaviour, Princeton University, USA
""TEEB brings a rigorous economic focus to bear on the problems of ecosystem degradation and biodiversity loss, and on their impacts on human welfare. TEEB is a very timely and useful study not only of the economic and social dimensions of the problem, but also of a set of practical solutions which deserve the attention of policy-makers around the world.""
- Nicholas Stern, I.G. Patel Professor of Economics and Government at the London School of Economics and Chairman of the Grantham Research Institute on Climate Change and the Environment
""The [TEEB] project should show us all how expensive the global destruction of the natural world has become and – it is hoped – persuade us to slow down.' The Guardian 'Biodiversity is the living fabric of this planet – the quantum and the variability of all its ecosystems, species, and genes. And yet, modern economies remain largely blind to the huge value of the abundance and diversity of this web of life, and the crucial and valuable roles it plays in human health, nutrition, habitation and indeed in the health and functioning of our economies. Humanity has instead fabricated the illusion that somehow we can get by without biodiversity, or that it is somehow peripheral to our contemporary world. The truth is we need it more than ever on a planet of six billion heading to over nine billion people by 2050. This volume of 'TEEB' explores the challenges involved in addressing the economic invisibility of biodiversity, and organises the science and economics in a way decision makers would find it hard to ignore.""
- Achim Steiner, Executive Director, United Nations Environment Programme
This volume is an output of TEEB: The Economics of Ecosystems and Biodiversity study and has been edited by Pushpam Kumar, Reader in Environmental Economics, University of Liverpool, UK. TEEB is hosted by the United Nations Environment Programme (UENP) and supported by the European Commission, the German Federal Ministry for the Environment (BMU) and the UK Department for Environment, Food and Rural Affairs (DEFRA), recently joined by Norway's Ministry for Foreign Affairs, The Netherlands' Ministry of Housing (VROM), the UK Department for International Development (DFID) and also the Swedish International Development Cooperation Agency (SIDA). The study leader is Pavan Sukhdev, who is also Special Adviser – Green Economy Initiative, UNEP.
View other products from the same publisher",4,"The extract provides valuable information on the economics of ecosystems and biodiversity, introducing key concepts relevant to environmental education. Although it is coherent and well-structured, the content may be too complex for primary school students and some grade school students. The language and concepts are advanced, making it more suitable for upper grade school or higher levels.

Educational score: 4",KEEP,
"Scaevola taccada is a dense, spreading shrub that generally grows up to 3 meter in height. The light green leaves are somewhat succulent with a waxy covering and are alternately arranged along the stem.
The blades are elongated and rounded at the tips, 5 to 20 cm long and 5 to 7 cm wide and the edges are often curled downward. The flowers are white or cream colored, often with purple streaks, 8 - 12 mm long, and have a pleasant fragrance. They have an irregular shape with all five petals on one side of the flower making it appear to have been torn in half. The flowers grow in small clusters from the leaf axils near the ends of the stems. The fruits of Scaevola taccada are fleshy berries. They are white, oblong, and about 1 cm long. The seeds are beige, corky and ridged. The inside of the fruit is spongy or corky and the fruits are buoyant. They can float for months in the ocean and still germinate after having been in salt water for up to a year. One study showed that the seeds germinated best after 250 days in salt water.
(National Tropical Botanical Garden (NTBG). 1994. Naupaka. In Native Hawaiian plant information sheets. Lawai, Kauai: Hawaii Plant Conservation Center. National Tropical Botanical Garden. Unpublished internal papers.)
(Rauch, Fred D., Heidi L. Bornhorst, and David L. Hensley. 1997. Beach Naupaka, Ornamentals and Flowers.)
(Wagner, Warren L., Darrel R. Herbst, and S. H. Sohmer. 1990. Manual of the flowering plants of Hawai'i.)
(Bornhorst, Heidi L. 1996. Growing native Hawaiian plants: a how-to guide for the gardener.)",5,"The extract provides detailed information about Scaevola taccada, a native Hawaiian plant, including its physical characteristics, growth habits, and unique features. It cites credible sources, indicating academic rigor. The content is coherent, focused, and valuable for structured learning, particularly in botany or environmental science classes. The language is clear and easy to follow, making it suitable for grade school levels.

Educational score: 5",KEEP,
"The common name for sedums is Stonecrop. There is a Stonecrop Nursery in eastern New York which was the first garden created by Frank Cabot. Frank created the Garden Conservancy, an organization which strives to preserve some of our exceptional gardens for posterity. Each year it also runs its Open Days Program which opens gardens to the public throughout the country. Frank Cabot went on to create Les Quatre Vents, an outstanding garden at his family home in Quebec.
There are two sedums which most gardeners grow; Sedum acre, a tiny low-growing
groundcover plant with bright yellow flowers. This is being used effectively in the Peace Garden in the plaza between the library and city hall.
The other is Autumn Joy which is in bloom now and will continue to provide color for
months to come. Some references say it requires full sun. Not so! I have it in three locations in my garden. I have several plants growing out of a south-facing wall. But there are tall oaks and maples to the south so that the only time it gets direct sun is in spring before the oaks leaf out. The rest of the year it is dappled light. Another plant is in the east-facing bed on top of my long stone wall where it gets only morning sun. The third plant is in my shrub-perennial border where it gets a bit of sun mid-day. Mine is the ordinary run-of-the-mill Autumn Joy, but there are several cultivars offered in nurseries. Among these are: Crimson, Iceberg, which has white flowers, Autumn Fire and Chocolate Drop, growing only eight inches tall with brown leaves and pink flowers.
There are two native sedums: Roseroot, Sedum rosa and Wild Stonecrop, Sedum ternatum. A third Wild Live-forever, Sedum teliphiodes, grows on cliffs and rocks in Pennsylvania and southward.",3,"The extract provides information on sedums, including their types and growth conditions, which is relevant to botany or gardening topics. It introduces key concepts and is coherent, making it suitable for educational use, particularly in primary or grade school levels for basic botany or environmental science. However, it lacks a structured approach and comprehensive coverage, limiting its educational value.

Educational score: 3",KEEP,
"Recent acts of violence alongside pending legislation and international pressure have brought to light the pressing need for lawmaking in support of LGBT rights in Chile. Together with protests for reforms in the education system, the public seems to be increasingly impatient about what the government is doing to protect LGBT rights. These demands are important beyond the scope of gay rights, because they have brought attention to the need for Chile to recognize, accept and protect the human rights of an evolving, heterogeneous culture as a fundamental prerequisite for continued prosperity.
The passage of an antidiscrimination law, which remained unresolved for over seven years, by a close 58-56 vote in the Chamber of Deputies this month was a basic necessity for the country. The Chilean Movement for Sexual Minorities (MOVILH) notes that in 2011 gay, lesbian and transgender Chileans were increasingly outspoken in reporting abuse and discrimination based on sexual orientation and gender identity. However, this recently passed antidiscrimination law does not deal with hate crimes per se, but rather defines illegal discrimination. Furthermore, certain passages have yet to be finalized in a mixed commission of Senators and Deputies on May 2. The recent death of gay youth Daniel Zamudio points to precisely why legislating solely on discrimination does not suffice in this case, serving as an exceptionally violent example as to why hate crimes require specific punishment under the law.
Zamudio received not only the public’s sympathy, but also worldwide attention including a briefing note from the UN Office of the High Commissioner for Human Rights’ spokesman, Rupert Colville, urging Chile to enact hate crime legislation. In this regard, the MOVILH also argues that Chilean society is not opposed to legislating on issues of gay rights and antidiscrimination in its entirety, but there is a lack of bravery and willingness within Congress to approach these pending issues. The recent Inter-American Court of Human Rights’ overturning of a Chilean court ruling against lesbian Judge Karen Atala, who lost custody of her children because of her same-sex relationship, is further international pressure for Chile to meet requirements stipulated by international agreements it has signed onto.
Chile’s gay rights deficit is worrying as the country continues to be viewed as an example for continued economic growth despite global market volatility. President Sebastian Piñera’s administration is cautious about giving into all public demands, as Chile’s Minister of Finance Felipe Larraín recently said: “If we surrender to the temptation of appeasing demands by giving in to all of them, we will never get to our final goal [development].” However, most gay rights issues rely merely on political willingness rather than investment for social welfare. Furthermore, acting on gay rights is not the investment equivalent of reforming a public education system.
On the contrary, the lack of legislative initiative to protect gay Chileans is hindering the business community’s business opportunities. Private initiatives have been taken to reach out to gay customers, like for example the granting of access to mortgages and family insurance plans to Banco de Chile customers in same-sex relationships, proving how it is not only the public that is restless, but also the private sector that recognizes the positive effects of social inclusion in business. What could potentially prove threatening to Chile’s continued economic success might just be the lack of recognition given to the longstanding need for social inclusion of minorities in the country’s legal framework. In contrast, Chile’s neighbor Argentina has clearly reaped the benefits of gay tourism and investment since legislating on gay marriage, while Chile continues to turn a blind eye to opportunity.
This is not to say that Piñera’s administration has not taken basic steps to promote the rights of gay couples, like for example Piñera’s public presentation of a civil unions bill in August 2011. However, this legislative project was not only perceived as a political tool in the midst of cabinet discussions with student protest leaders, but is also minimal when considering the prominent use of gay couples in campaign ads for Sebastian Piñera during his presidential campaign. For this reason, the inclusion of a question in the 2012 census that allows gay couples to state whether they live with a same-sex partner may become an important, confidential and unbiased figure that current and future administrations could use to advocate for legislation on gay unions.
This paradox persists despite the heightened quality of life of Chileans. Economic growth is creating an increasingly obvious deficit in basic human rights the country has yet to attain. In spite of continued development and well-regarded fiscal policy through the recession and into today’s administration, Chile continues to be in debt to not only its citizens and the country’s business community, but also to international human rights agreements on sexual orientation and gender identity. These international standards continue to be well above those demonstrated by the current state of gay rights legislation in Chile.
Eduardo Ayala is a guest blogger to AQ Online. He is Chilean-American and works at the Council of the Americas in New York. He graduated from The George Washington University, during which time he also completed coursework at The University of Chile and The Pontifical Catholic University of Chile in Santiago.",3,"The extract provides information on LGBT rights in Chile, addressing a relevant social issue. Although it introduces key concepts, the writing style and content are more suited for advanced readers, making it less accessible for primary or grade school levels. The text lacks a clear educational structure and includes complex topics, limiting its educational value for younger students.

Educational score: 3",KEEP,
"Language Instruction for Immigrant and Non-English Speaking Children
Title III of the No Child Left Behind Act of 2001 provides Federal financial support to state and local educational agencies to supplement English language instruction in order to ensure that all English Language Learners, including immigrant children and youth, attain English proficiency, develop high levels of academic language proficiency in English, and meet the same challenging State academic achievement standards as all Maryland students are expected to meet.
To comply with these requirements, the Title III office of the Maryland State Department of Education works with local school districts to ensure that quality, research based ESL programs are offered to language minority students.
Title III, Secs. 3101, 3102 Part A",5,"The extract provides information on language instruction for immigrant and non-English speaking children, relating to educational topics. It addresses elements pertinent to education, introducing key concepts relevant to school curricula, and is coherent. The content is highly relevant and beneficial for educational purposes, exhibiting a clear writing style, making it suitable for structured learning at the grade school level.

Educational score: 5",KEEP,
"Don't feel like exercise? Scientists find compound that may help you work out harderJune 12th, 2012 in Medical research /
As science rushes to develop safe weight loss drugs, a new research report approaches this problem from an entirely new angle: What if there were a pill that would make you want to exercise harder? It may sound strange, but a new research report appearing online in The FASEB Journal suggests that it might be possible.
That's because a team of Swiss researchers found that when a hormone in the brain, erythropoietin (Epo), was elevated in mice, they were more motivated to exercise. In addition, the form of erythropoietin used in these experiments did not elevate red blood cell counts. Such a treatment has obvious benefits for a wide range of health problems ranging from Alzheimer's to obesity, including mental health disorders for which increased physical activity is known to improve symptoms.
""Here we show that Epo increases the motivation to exercise,"" said Max Gassmann, D.V.M., a researcher involved in the work from the Institute of Veterinary Physiology, Vetsuisse-Faculty and Zurich Center for Integrative Human Physiology at the University of Zurich in Switzerland. ""Most probably, Epo has a general effect on a person's mood and might be used in patients suffering from depression and related diseases.""
To make this discovery, Gassmann and colleagues used three types of mice: those that received no treatment, those that were injected with human Epo, and those that were genetically modified to produce human Epo in the brain. Compared to the mice that did not have any increase in Epo, both mouse groups harboring human Epo in the brain showed significantly higher running performance without increases in red blood cells.
""If you can't put exercise in a pill, then maybe you can put the motivation to exercise in a pill instead,"" said Gerald Weissmann, M.D., Editor-in-Chief of The FASEB Journal. ""As more and more people become overweight and obese, we must attack the problem from all angles. Maybe the day will come when gyms are as easily found as fast food restaurants.""
More information: Beat Schuler, Johannes Vogel, Beat Grenacher, Robert A. Jacobs, Margarete Arras, and Max Gassmann. Acute and chronic elevation of erythropoietin in the brain improves exercise performance in mice without inducing erythropoiesis. FASEB J. doi:10.1096/fj.11-191197
Provided by Federation of American Societies for Experimental Biology
""Don't feel like exercise? Scientists find compound that may help you work out harder."" June 12th, 2012. http://medicalxpress.com/news/2012-06-dont-scientists-compound-harder.html",3,"The extract provides information on a scientific study about a compound that may increase motivation to exercise, introducing key concepts relevant to health and biology. Although it's coherent and suitable for learning, the content may not be comprehensive or directly aligned with traditional school curricula, and some concepts might be too complex for primary school students.

Educational score: 3",KEEP,
"I do a lesson with tints and shades that requires no drawing skills.
The kids make a large triangular banner using their first or last
initial-usually 24x18 or 24x36 if you have that sized paper.
They make the letter on a piece of 9x12 size paper. They can embellish a
simple block or puffy letter with a few swirls or whatever, but keep it
simple enough to paint in the shape with whatever their color choice is.
Then transfer the letter onto the triangle, near the center of the upper
part of the wide end. I have them tape the letter in place behind the
triangle and trace through on the light box or at the window.
This is a monochromatic painting the way I do it with my 3rd graders. the
choose one color and use it straight from the bottle to paint the letter
shape. This is the only shape with unmixed colors.
Then they divide the background behind the letter into large shapes using
straight or curved lines (nothing too nervous, if you know what I mean. Just
simple lines). I usually limit the number of extra shapes to about 10-12 and
remind the kids that the letter is the star of this show, not the background
Then they start with tints (color plus white) and paint in half the shapes.
Do the same with shades (color plus black) to finish the background area.
when dry, we outline with a wide sharpie marker to neaten up the painted
edges between shapes and around the letter. Sometimes we edge the whole
thing with colored construction paper strips to make the banner a bit more
Concepts used are always mixing from light to dark to avoid needing gallons
of white paint to lighten up a dark blue, for example. Start with the
lightest tint and paint a shape, progressing darker by adding into that bowl
more of the prime color. Same with shades, starting with a drop of black
into the prime color, painting a shape, and progressing with more black til
all the shapes are done. Saves a lot of paint that way!
The kids usually pick a color that will match their bedroom at home . My
third graders love this project and look forward to it each year. If you
need a photo, I can take one and send it tomorrow. I am off Mondays.",5,"The extract provides a clear, step-by-step art lesson plan suitable for 3rd graders, introducing concepts of tints and shades in a monochromatic painting. It's well-structured, easy to follow, and relevant to grade school art education. The lesson plan is coherent, focused, and valuable for structured learning, with minimal irrelevant information.

Educational score: 5",KEEP,
"A nocturnal bird of prey.
(AM2: dp. 1,009 (f.); l. 18710; 1 b. 356; dr. 104; s. 14 k.; cpl. 78; a. 2 3; cl. Lapwing)
The first Owl (AM2) was laid down 25 October 1917 by the Todd Shipbuilding Corp., Brooklyn, N.Y.; launched 4 March 1918; sponsored by Miss Ruth R. Dodd; and commissioned 11 July 1918, Lt. (j.g.) Charles B. Babson in command.
Following a New York to Charleston towing assignment, Owl reported to the 5th Naval District at Norfolk, 22 August 1918. Employed as a minesweeper for the remaining months of World War I, she then served as a light ship in the inner approach to Chesapeake Bay until 10 July 1919. From that time until 1936, she was primarily engaged in providing towing services along the eastern seaboard and in the Caribbean. Between June 1936 and January 1941, she operated with units of the Aircraft Division, Base Force, providing planeguard, seaplane tender, and target and mooring buoy planting services from New England to the Caribbean. Then, temporarily attached to Train, Patrol Force at Culebra, P.R., she steamed to Bermuda in May for towing and servicing duties with MinDiv 14. Redesignated AT137, 1 June 1942, she was based at Bermuda until June 1943. During that time, towing and escort duties frequently took her to the east coast, while numerous salvage and rescue missions, including aid to the submarine R1 and torpedoed Argentine tanker Victoria, kept her busy at Bermuda and in nearby convoy lanes.
Detached from Bermudan duty in June, Owl spent the last six months of 1943 with DesRon 30 operating out of Guantanamo Bay. She then steamed back to Norfolk for overhaul, and sailed for Europe. She arrived at Falmouth, U.K., 14 March 1944 to join the Allied forces gathering for the invasion of France. Redesignated ATO137 on 15 May 1944, she arrived off the Normandy coast two days after D-Day. As ground forces pushed inland, she towed port and road construction materials to the French coast, thus aiding the all important flow of men and equipment to the front.
Availability at Falmouth early in the new year, 1945, preceded her return to the United States, 27 February, and midAtlantic coast towing assignments. Transferred to the Pacific Fleet, she sailed from Newport, 5 May, with YNG11 in tow, and arrived at San Diego 23 June, to join ServRon 2. In August she continued on to Pearl Harbor for four months of target towing duty, returning to the west coast 2 January 1946. Owl then provided towing services for the 19th (Reserve) Fleet until beginning inactivation in April. She decommissioned in the 13th Naval District 26 July 1946 and on 27 June 1947 was sold for scrapping to the Pacific Metal and Salvage Co. at Port of Nordland, Wash.
Owl received 1 battle star for World War II service.",2,"The extract provides historical information about a naval ship, the Owl, but lacks educational structure and relevance to primary or grade school curricula. It includes technical details and events related to World War I and II, which may be too complex for younger students. The text does not offer exercises, solutions, or profound insights into a specific subject matter, limiting its educational value.

Educational score: 2",DISCARD,
"When the National Wild Turkey Federation (NWTF) was first founded in 1973 there were only 1.5 million wild turkeys across the U.S., Canada and Mexico. Today, it is estimated there are more than 5.6 million wild turkeys.
In Utah, wild turkey restoration efforts continue to be the most aggressive in the nation. Over 2,800 wild turkeys have been relocated to suitable habitat areas in Utah since the winter of 1999. As a result, wild turkey permits have increased 20 percent for the spring 2002 season.
However, this program will not be complete until over 200,000 wild turkeys roam the cottonwood river bottoms, pinyon/juniper, and ponderosa pine forests of the state. Whether you pursue wild turkeys as a hunter, or simply enjoy watching these magnificent birds in their natural surroundings, the time to view wild turkeys in Utah has never been better.
At the forefront of this dramatic return in Utah, has been the Federation's volunteers, working side-by-side with the Utah Division of Wildlife Resources.
Now, with most restoration efforts completed in the East, all eyes have shifted to the West, where the wild turkey continues to redefine it's own idea of suitable habitat. While the release of a wild turkey into western habitat remains one of the federation's most enduring symbols, it is just one brick in a foundation of good works that are impacting people's lives and the environment in many positive ways.
Since 1977, the NWTF has spent over 144 million dollars on over 16,000 projects nationwide. The federation helps fund transplants, research projects, habitat acquisition, education, and the equipment needed to successfully accomplish these tasks. Through the Federation's regional habitat programs, volunteers have helped improve hundreds of thousands of acres by planting trees, crops, winter food sources and grasses that provide food and shelter for not only the wild turkey, but many others species of wildlife as well. Also improved in many areas, particularly in the west, has been water quality. Projects occurring right here in southeastern Utah include a San Rafael Desert guzzler, Knolls Ranch habitat improvement, and numerous other projects on the La Sal Mountains, Blue Mountains and Book Cliffs areas.
This month the Price River chapter of the NWTF will be hosting it's annual Wild Turkey Banquet on January 26. For more information, please call (435) 259-9453.",3,"The extract provides information on wild turkey restoration efforts, which could be relevant to environmental or biology education. It introduces key concepts and offers some coherent content, but its focus on a specific organization and promotional tone limit its educational value. The text lacks a clear structure and exercises for learning, making it less suitable for structured education.

Educational score: 3",KEEP,
"Learn something new every day More Info... by email
Thermal epoxy is any adhesive epoxy that has one or more substances added to it to enhance thermal, or heat, transfer. These epoxies can be electrically conductive or not conductive, depending on the thermal additive used. Silver and other metal-based thermal additives are usually electrically conductive, and thermal epoxies that contain these additives must be applied very carefully so as not to cause electrical shorts. Ceramic-based additives are not electrically conductive but are also not as efficient at thermal conduction.
Manufacturers make thermal epoxies that are designed to work as high-performance engineering adhesives and structural adhesives in a wide range of applications and environments. These include aircraft, boats, marine equipment, cars, surfboards, snowboards, and bicycles, among others. There are thermal formulations for almost every application imaginable, including those that cure while under water, those that remain very flexible or get quite rigid when cured, those resistant to fire or high heat, and even those certified by the U.S. National Aeronautics and Space Administration (NASA) for low outgassing.
Heat can damage or destroy electrical components, and today’s high-speed computer components produce a large amount of heat that must be removed. Devices called heat sinks are used to pull heat away from an object and dissipate the heat to the air, sometimes with the help of a cooling fan. Heat sinks are made from metal alloys designed to have excellent thermal conduction properties, and they have specially designed fins to help conduct and remove the heat. They are almost always mounted to a surface using a special adhesive thermal epoxy.
When used in computer applications, a thermal epoxy can help fill microscopic voids that occur in the surfaces of heat sinks and other devices. These voids occur in the manufacturing process. When two objects are mounted together, for instance a chip and a heat sink, the voids fill with air. Air is a very poor thermal conductor, so a substance is introduced to fill the voids and help conduct the heat to the heat sink for removal. The substance used can be thermal grease, thermal tape, thermal pads or, if the device needs to be secured to the mounting surface, thermal epoxy.
When applying thermal epoxy it is very important to use the least possible amount required to fill any voids and make the bond. If a too-thick coat of epoxy is applied, the electrical conductivity of the epoxy will be degraded. Once the epoxy has cured, the bond between the two surfaces is permanent. Epoxies should only be used in well-ventilated areas, and the manufacturer’s instructions should always be followed for best results.",4,"The extract provides information on thermal epoxy, its applications, and importance in heat transfer, making it relevant for educational purposes. It introduces key concepts, is coherent, and offers substantial content suitable for grade school students. However, it lacks exercises, solutions, and detailed reasoning, preventing it from being outstanding.

Educational score: 4",KEEP,
